street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
BALLYFERMOT PARADE,6,4,2,2,10,517,,,326213,KYLEMORE AVE,BALLYFERMOT ROAD,Paráid Bhaile Thormod
BALLYFERMOT ROAD,6,4,3,R01,R10,72,,,326204,SARSFIELD ROAD,CO. BORO. BOUNDARY,Bóthar Baile Thormaid
BALLYFERMOT ROAD,6,4,3,R01,R10,392,,,326204,SARSFIELD ROAD,CO.BORO. BOUNDARY,Bóthar Baile Thormaid
BALLYFERMOT ROAD,6,4,2,R01,R10,209,,,326204,SARSFIELD ROAD,CO.BORO. BOUNDARY,Bóthar Baile Thormaid
BALLYFERMOT ROAD,2,4,1,R01,R10,3052,R833,,326204,SARSFIELD ROAD,CO.BORO. BOUNDARY,Bóthar Baile Thormaid
BALLYGALL AVENUE,6,2,2,6,6,136,,,313113,BALLYGALL ROAD WEST,FINGLAS PARK,Ascaill Bhaile Gall
BALLYGALL CRESCENT,3,2,1,6,6,188,,,313117,BALLYGALL PARADE,GLASANAON ROAD,Corrán Bhaile Gall
BALLYGALL CRESCENT,6,2,2,6,6,604,,,313117,BALLYGALL PARADE,GLASANAON ROAD,
BALLYGALL PARADE,3,2,1,6,6,680,,,313118,BALLYGALL CRESCENT,BALLYGALL ROAD WEST,Paráid Bhaile Gall
BALLYGALL PLACE,6,2,2,6,6,147,,,313118,GLASANAON ROAD,BALLYGALL CRESCENT,Plás Bhaile Gall
BALLYGALL ROAD EAST,6,2,2,7,7,72,,,319704,BENEVIN ROAD,GRIFFITH AVENUE EXT.,
BALLYGALL ROAD EAST,3,2,2,7,7,1049,,,319704,BENEVIN ROAD,GRIFFITH AVE. EXT.,
BALLYGALL ROAD WEST,2,2,1,6,6,420,R103,,313117,MAIN STREET,GLASNEVIN AVENUE,
BALLYGALL ROAD WEST,4,2,2,6,6,72,,,313117,MAIN STREET,GLASNEVIN AVENUE,
BALLYGALL ROAD WEST,4,2,3,6,6,454,,,313117,MAIN STREET,GLASNEVIN AVENUE,
BALLYHOY AVENUE,6,3,2,6,6,171,,,319902,WADE'S AVENUE,WATERFALL ROAD,Ascaill Bhaile Thuaidh
BALLYMUN ROAD,2,2,1,R03,R03,2710,R108,,313115,SHANGAN ROAD,OLD FINGLAS ROAD,Bóthar Bhaile Munna
BALLYMUN ROAD,3,2,1,R03,R03,284,,,313115,SHANGAN ROAD,OLD FINGLAS ROAD,Bóthar Bhaile Munna
BALLYNEETY ROAD,6,4,2,4,12,298,,,326214,DECIES ROAD,LANDEN ROAD,Bóthar Bhaile an Fhaoitigh
BALLYSHANNON AVENUE,6,3,2,6,6,45,,,313213,LORCAN ROAD,CASTLETIMON ROAD,Ascaill Bhéal átha Sheanaidh
BALLYSHANNON AVENUE,3,3,2,6,6,177,,,313215,LORCAN GREEN,CASTLETIMON ROAD,Ascaill Bhéal átha Sheanaidh
BALLYSHANNON ROAD,6,3,3,7,7,67,,,313113,TRIM ROAD,BALLYSHANNON AVENUE,Bóthar Bhéal átha Sheanaidh
BALLYSHANNON ROAD,6,3,2,7,7,966,,,313113,TRIM ROAD,BALLYSHANNON AVENUE,Bóthar Bhéal átha Sheanaidh
BANGOR DRIVE,5,4,1,10,18,136,,,326322,CRUMLIN ROAD,OLD COUNTY ROAD,Céide Beannchar
BANGOR ROAD,5,4,1,10,18,790,,,326322,OLD COUNTY ROAD,PODDLE PARK,Bóthar Beannchar
BANGOR ROAD,3,4,1,10,18,159,,,326322,OLD COUNTY ROAD,PODDLE PARK,Bóthar Beannchar
BANN ROAD,6,1,2,11,19,0,,,319702,NORE ROAD,LAGAN ROAD,Bóthar an Bhanna
BANNAVILLE,6,5,2,7,20,168,,,326325,MOUNTPLEASANT AVENUE,MOUNTPLEASANT TERRACE,Bainbhil
BANNOW ROAD,6,1,2,11,19,142,,,319707,FASSAUGH AVENUE,,Bóthar an Bhainbh
BANNOW ROAD,4,3,2,11,11,1106,,,319707,FASSAUGH AVENUE,,Bóthar an Bhainbh
BANTRY ROAD,6,1,2,14,22,265,,,319705,HOME FARM ROAD,GRIFFITH AVENUE,Bóthar Beanntraí
BARGY ROAD,6,1,2,16,16,280,,,319823,EAST ROAD -,,Bóthar Uí Baire
BARNAMORE CRESCENT,6,2,2,5,5,115,,,319702,BARNAMORE PARK,,Corran Bhearna Mór
BARNAMORE GROVE,6,2,1,5,5,265,,,319702,BARNAMORE CRESCENT,,Garran Bhearna Mór
BARNAMORE PARK,6,2,2,5,5,295,,,319702,ST. HELENA'S ROAD,,Páirc Bhearna Mór
BARRACK LANE,6,2,3,17,,124,,,313117,CHURCH STREET FINGLAS,,Lána na Bearraire
BARRACK LANE,7,5,2,17,30,54,,,326414,IRISHTOWN ROAD,BATH STREET,Lána na Bearraire
BARRON PLACE,7,1,2,14,22,40,,,319710,O NEACHTAIN,,Plás Barún
BARROW ROAD,6,1,2,11,19,239,,,319708,LAGAN ROAD,MOYLE ROAD,Bóthar Bearbha
BARROW STREET,4,5,1,16,29,162,,,326412,RINGSEND ROAD,GRAND CANAL STREET UPPER,Sráid Bearbha
BARROW STREET,4,5,2,16,29,281,,,326412,RINGSEND ROAD,GRAND CANAL STREET UPPER,Sráid Bearbha
BARRY AVENUE,6,2,2,1,1,576,,,313111,CASEMENT ROAD,CAPPAGH ROAD,Ascaill de Barra
BARRY CLOSE,6,2,1,,,100,,1995,313111,BARRY DRIVE,,Clós de Barra
BARRY DRIVE,6,2,2,1,1,254,,,313111,CAPPAGH AVENUE,BARRY AVENUE,Céide de Barra
BARRY GREEN,6,2,2,1,1,124,,,313111,BARRY PARK,KILDONAN ROAD,Faiche de Barra
BARRY PARK,6,2,2,1,1,466,,,313111,BARRY ROAD,BARRY GREEN,Páirc de Barra
BARRY ROAD,3,2,1,1,1,311,,,313111,KILDONAN ROAD,BARRY AVENUE,Bóthar de Barra
BARRYSCOURT ROAD,6,3,3,3,3,124,,,313209,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,Bóthar Chúirt de Barra
BARRYSCOURT ROAD,4,3,2,3,3,361,,,313209,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,Bóthar Chúirt de Barra
BARRYSCOURT ROAD,5,3,2,3,3,0,,,313209,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,Bóthar Chúirt de Barra
BASIN STREET LOWER,6,4,2,2,2,160,,,326313,JAMES STREET,BASIN STREET UPPER,
BASIN STREET UPPER,6,4,1,2,2,566,,,326313,BASIN STREET LOWER,,
BASS PLACE,6,5,1,20,12,81,,,326406,BOYNE STREET,FENIAN STREET,Plás Bhas
BATH AVENUE,2,5,1,16,29,505,R111,,326413,SHELBOURNE ROAD,LONDONBRIDGE ROAD,Ascaill an Ionnlait
BATH AVENUE GARDENS,6,5,2,16,29,130,,,326413,BATH AVENUE,DERRYNANE GARDENS,Gairdíní Ascaill an Lonnlait
BATH AVENUE PLACE,6,5,2,16,29,82,,,326413,BATH AVENUE,SOUTH LOTTS ROAD,Plás Ascaill an Ionnlait
BATH LANE,7,1,2,10,10,70,,,319725,HILL STREET,,Lána an Ionnlait
BATH STREET,2,5,2,R08,R19,246,R802,,326414,IRISHTOWN ROAD,CHURCH AVENUE,Sráid an Ionnlait
BAYMOUNT PARK,6,3,2,16,16,348,,,313907,MOUNT PROSPECT AVENUE,,Páirc árd an Cuain
BAYVIEW AVENUE,6,1,1,13,13,264,,,319817,BALLYBOUGH ROAD,NORTH STRAND ROAD,Ascaill Radharc an  Chuain
BEACH AVENUE,6,5,3,17,30,87,,,326414,BEACH ROAD,,Ascaill an Chladaigh
BEACH DRIVE,6,5,2,17,30,88,,,326419,BEACH ROAD,,Céide an Chladaigh
BEACH ROAD,2,5,2,R08,R19,909,R131,,326414,CHURCH AVENUE,NEWGROVE AVENUE,Bóthar an Chladaigh
BEAUMONT CRESCENT,6,3,2,6,6,279,,,313218,BEAUMONT ROAD,,Corrán Beaumont
BEAUMONT GROVE,6,3,2,6,6,222,,,313217,BEAUMONT ROAD,,Garran Beaumont
BEAUMONT ROAD,6,3,2,6,6,90,,,313217,COLLINS AVENUE WEST,,Bóthar Beaumont
BEAUMONT ROAD,3,3,2,6,6,939,,,313217,COLLINS AVENUE WEST,,Bóthar Beaumont
BEAUMONT ROAD,3,3,1,6,6,160,,,313217,COLLLINS AVENUE WEST,,Bóthar Beaumont
BEAUVALE PARK,6,3,2,7,7,726,,,313219,SKELLYS LANE,,
BEAVER CLOSE,6,1,4,14,14,0,,1995,319821,BEAVER STREET,,
BEAVER ROW,4,5,1,12,25,422,,,332908,DONNYBROOK ROAD,CITY BOUNDARY,
BEAVER STREET,6,1,3,14,14,109,,,319821,FOLEY STREET,RAILWAY STREET,Sráid na mBéabhar
BEDFORD LANE,7,5,2,9,1,76,,,326310,BEDFORD ROW,ASTON PLACE,Lána Bedford
BEDFORD ROW,4,5,1,9,1,62,,,326310,FLEET STREET,ASTON QUAY,Rae Bedford
BEECH HILL AVENUE,6,5,2,12,25,539,,,332908,BEECH HILL DRIVE,BEAVER ROW,Ascaill Cnoc Bheitheach
BEECH HILL DRIVE,6,5,2,12,25,503,,,332908,BEECH HILL AVENUE,,Céide Cnoc Bheitheach
BEECH HILL ROAD,4,5,1,12,25,166,,,332907,CLONSKEAGH ROAD,BEAVER ROAD,Bóthar Cnoc Bheitheach
BEECHLAWN AVENUE,6,3,2,9,9,361,,,313215,OSCAR TRAYNOR ROAD,KILMORE ROAD,
BEECHLAWN GREEN,6,3,2,9,9,412,,,313215,COOLOCK AVENUE,ST.BRENDANS TERRACE,
BEECHLAWN GROVE,6,3,2,9,9,12,,,313215,BEECHLAWN GREEN,ST BRENDANS TERRACE,
BEECHBROOK GROVE,6,3,2,4,4,77,,,313308,KILFENORA AVENUE,,Garrán Shruthán na bhFeánna
BEECHDALE MEWS,7,5,2,8,21,0,,,332906,PALMERSTON ROAD,,Eachlann Gleanntán Bheitheach
BEECHLAWN CLOSE,6,3,3,9,9,230,,,313215,KILMORE DRIVE,BEECH LAWN GROVE,Clós Phlásóg na bhFeánna
BEECHLAWN GROVE,6,3,3,9,9,183,,,313215,KILMORE DRIVE,BEECHLAWN GREEN,
BEECHMOUNT COURT,6,1,1,13,21,0,,,319705,GLASNEVIN HILL,,
BEECHPARK AVENUE,6,3,3,9,9,234,,,313215,COOLOCK VILLAGE,BRENDAN TERRACE,Ascaill na Feapháirc
BEECHPARK COURT,6,3,1,9,9,209,,,313215,COLOCK VILLAGE,,Cúirt na Feápháirc
BEECHWOOD AVENUE LOWER,3,5,1,8,21,398,,,332901,RANELAGH,BEECHWOOD AVENUE LOWER,Ascaill Choill na bhFeánna Iocht
BEECHWOOD AVENUE UPPER,6,5,1,8,21,323,,,332901,BEECHWOOD ROAD,ALBANY ROAD,Ascaill Choill na bhFeánna Uacht
BEECHWOOD PARK,6,5,2,8,21,115,,,332901,DUNVILLE AVENUE,,Páirc Coillbheathach
BEECHWOOD ROAD,3,5,3,8,21,133,,,332801,BEECHWOOD AVENUE LOWER,MOUNTAIN VIEW ROAD,Bóthar Choill na bhFeánna
BEGGAR'S BUSH COURT,6,5,1,,,0,,1995,326413,SHELBOURNE ROAD,,
BELCAMP GARDENS,6,3,3,2,2,539,,,313205,BELCAMP CRESCENT,,
BELCAMP GREEN,6,2,3,2,2,318,,1985,313205,DARNDALE SERVICE ROAD,BELCAMP AVENUE,
BELCAMP GROVE,6,3,3,2,2,136,,,313205,DARNDALE SERVICE ROAD,,
BELCAMP GROVE,5,3,3,2,2,216,,,313205,DARNDALE SERVICE ROAD,,
BELCAMP LANE,1,3,1,2,2,2500,N032,,313301,MALAHIDE ROAD,CO. BOUNDARY,
BELCLARE AVENUE,6,2,3,2,2,359,,,313109,BELCLARE CRESCENT,,Ascaill Bhéal Chláir
BELCLARE CRESCENT,6,2,3,2,2,480,,,313109,BELCLARE DRIVE,,Corrán Bhéal Chláir
BELCLARE DRIVE,6,2,3,2,2,328,,,313109,BALBUTCHER LANE,BELCLARE LANE,Céide Bhéal Chláir
BELCLARE GREEN,6,2,3,2,2,246,,,313109,BELCLARE DRIVE,BELCLARE LAWNS,Faiche Bhéal Chláir
BELCLARE GROVE,6,2,3,2,2,110,,,313109,BELCLARE DRIVE,BELCLARE WAY,Garrán Bhéal Chláir
BELCLARE LAWNS,6,2,3,2,2,106,,,313109,BELCLARE GREEN,,Plásóga Bhéal Chláir
BELCLARE PARK,6,2,3,2,2,883,,,313103,BALBUTCHER LANE,,Páirc Bhéal Chláir
BELCLARE TERRACE,6,2,3,2,2,71,,,313109,BELCLARE AVENUE,,Ardán Bhéal Chláir
BELCLARE WAY,6,2,3,2,2,101,,,313109,BELCLARE GROVE,BELCLARE GREEN,
BELGRAVE AVENUE,3,5,1,8,21,113,,,332805,BELGRAVE ROAD,BELGRAVE SQUARE EAST,Ascaill Belgrave
BELGRAVE PLACE,6,5,3,8,21,44,,,332907,CONTINUATION OF BELGRAVE SQUARE STH.,,Plás  Belgrave
BELGRAVE ROAD,4,5,3,8,21,299,,,332805,CHURCH AVENUE,DUNVILLE AVENUE,Bóthar Belgrave
BELGRAVE SQUARE EAST,3,5,1,8,21,195,,,332806,BELGRAVE AVENUE,BELGRAVE SQUARE NORTH,Cearnóg Belgrave Thoir
BELGRAVE SQUARE NORTH,4,5,1,8,21,92,,,332805,BELGRAVE SQUARE EAST,BELGRAVE SQUARE WEST,Cearnóg Belgrave Thuaidh
BELGRAVE SQUARE SOUTH,6,5,3,8,21,72,,,332805,BELGRAVE PLACE,BELGRAVE SQUARE EAST,Cearnóg Belgrave Theas
BELGRAVE SQUARE WEST,6,5,3,8,21,165,,,332805,CASTLEWOOD AVENUE,BELGRAVE PLACE,Cearnóg Belgrave Thiar
BELGROVE LAWN,6,4,2,4,12,0,,,326203,BELGROVE PARK,LUCAN ROAD,Plasóg Sárchoille
BELGROVE PARK,6,4,2,4,12,226,,,326203,BELGROVE LAWN,LUCAN ROAD,Páirc Sárchoille
BELGROVE ROAD,6,3,2,15,15,250,,,319820,KINCORA ROAD,CLONTARF RAOD,Bóthar Sárchoille
BELGROVE ROAD,6,3,1,15,15,79,,,319820,KINCORA ROAD,CLONTARF ROAD,Bóthar Sárchoille
BELLA AVENUE,6,1,3,14,14,32,,,319821,BELLA STREET,,Ascaill Náible
BELLA PLACE,6,1,2,14,14,77,,,319821,OFF BELLA STREET,,Plás Náible
BELLA STREET,6,1,2,14,14,112,,,319821,BUCKINGHAM STREET UPPER,RUTLAND STREET LOWER,Sráid Náible
BELLEVILLE AVENUE,6,5,2,5,18,118,,,332915,RATHGAR ROAD,,
BELLEVUE AVENUE,6,5,3,14,27,147,,,332805,OFF MERRION ROAD,,Ascaill an tSárRadhairc
BELLEVUE PARK AVENUE,6,5,1,14,27,0,,,332915,BELLEVUE PARK,,
BELLEVUE PARK INDUSTRIAL ESTATE,6,2,1,5,5,0,,,319703,GRIFFITH AVENUE EXTENSION,,
BELLMANS WALK,6,1,1,16,16,100,,1994,326402,FERRYMANS CROSSING,,
BELLS LANE,7,5,4,18,10,54,,,326411,ELY PLACE UPPER,,
BELMONT AVENUE,4,5,3,11,24,511,,,332902,MOREHAMPTON ROAD,SANDFORD ROAD,
BELMONT COURT,6,5,2,11,24,20,,,332902,BELMONT AVENUE,,Cúirt Belmont
BELMONT GARDENS,6,5,2,11,24,255,,,332902,BELMONT AVENUE,,Gairdíní Belmont
BELMONT PARK,6,5,3,11,24,66,,,313317,BELMONT AVENUE,,Páirc Belmont
BELMONT PARK,6,3,1,11,11,997,,,332902,RAHENY ROAD,,Páirc Belmont
BELMONT PLACE,7,1,2,9,9,55,,,319821,GARDINER STREET MIDDLE,,Plás Belmont
BELMONT VILLAS,6,5,2,11,24,139,,,332902,BELMONT AVENUE,,Bailtíní Belmont
BELTON PARK AVENUE,6,3,2,13,13,232,,,319803,OFF BELTON PARK ROAD,,Ascaill Pháirc Bhéalatúin
BELTON PARK GARDENS,6,3,2,13,13,241,,,319803,OFF BELTON PARK ROAD,,Páirc Ghairdíní Bhéalatúin
BELTON PARK ROAD,5,3,2,13,13,119,,,319803,DONNYCARNEY ROAD,COLLINS AVENUE,Páirc Bhóthar Bhealatúin
BELTON PARK ROAD,5,3,1,13,13,184,,,319803,DONNYCARNEY ROAD,COLLINS AVENUE,Páirc Bhóthar Bhealatúin
BELTON PARK VILLAS,6,3,2,13,13,42,,,319803,DONNYCARNEY ROAD,,Páirc Bhailtíní Bhealatúin
BELVIDERE AVENUE,6,1,3,9,9,66,,,319725,COLLEGE PLACE,NORTH CIRCULAR ROAD,Ascaill Belbhidír
BELVIDERE COURT,7,1,3,9,9,150,,,319725,BELVIDERE PLACE,GARDINER STREET UPPER,Cúirt Belbhidír
BELVEDERE PLACE,4,1,1,9,9,190,,,319716,MOUNTJOY SQUARE,NORTH CIRCULAR ROAD,Plás Belbhidír
BELVIDERE ROAD,3,1,1,8,8,203,,,319720,DORSET ST LOWER,NORTH CIRCULAR ROAD,Bóthar Belbhidír
BELVIEW,4,4,4,2,2,156,,,326313,CRANE STREET,ROBERT STREET,
BEN EDAIR ROAD,6,1,3,1,1,183,,,319723,GODFREY PLACE,HALLIDAY ROAD,Bóthar Bhinn éadair
BENBULBIN AVENUE,6,4,2,8,16,114,,,326321,BENBULBIN ROAD,LISSADEL AVENUE,Ascaill Binn Gulbain
BENBULBIN ROAD,6,4,2,8,16,576,,,326316,DAVITT ROAD,KNOCKNAREA AVENUE,Bóthar Bhinn Ghulbain
BENBURB STREET,4,1,2,1,1,289,,,326303,QUEEN STREET,LIFFEY STREET WEST,Sráid Bhinne Buirbe
BENBURB STREET,4,1,2,1,1,183,,,326303,QUEEN STREET,LIFFEY STREET WEST,Sráid Bhinne Buirbe
BENBURB STREET,4,1,1,1,1,131,,,326303,QUEEN STREET,LIFFEY STREET WEST,Sráid Bhinne Buirbe
BENEAVIN COURT,6,2,1,6,6,145,,1992,313124,BALLYGALL RROAD EAST,,
BENEAVIN DRIVE,6,2,2,7,7,222,,,313119,BALLYMUN AVENUE,BENEAVIN ROAD,Céide Bheannaoibhinn
BENEAVIN PARK,6,2,2,6,6,396,,,313118,BENEAVIN ROAD,,Páirc Beannaoibhinn
BENEAVIN ROAD,3,2,1,6,6,375,,,326316,BALLYGALL ROAD EAST,BALLYMUN AVENUE,Bóthar Bheannaoibhinn
BENMADIGAN ROAD,6,4,2,8,16,889,,,326316,BENBULBIN ROAD,,Bóthar Bheann Mhadagáin
BENSON STREET,4,5,1,23,15,191,,,326408,SIR JOHN ROGERSON'S QUAY,HANOVER QUAY,Sráid ó Beannacháin
BERESFORD AVENUE,6,3,1,15,17,352,,1989,319806,GRIFFITH AVENUE,,
BERESFORD GREEN,6,3,1,15,17,94,,1989,319806,BERESFORD AVENUE,,
BERESFORD LANE,6,1,1,15,15,255,,,326401,GARDINER STREET LOWER,,Lána Dúinsméara
BERESFORD LAWN,6,3,1,15,17,83,,1989,319806,BERESFORD AVENUE,,
BERESFORD PLACE,2,1,1,R11,R11,212,R105,,326401,EDEN QUAY,STORE STREET,Plás Dúinsméara
BERESFORD STREET,4,1,2,7,7,228,,,326304,NORTH KING STREET,MARY'S LANE,Sráid Dúinsméara
BERKELEY AVENUE,7,1,3,5,5,125,,,319720,BERKELEY ROAD,NELSON STREET,Ascaill Bearclí
BERKELEY PLACE,7,1,3,5,5,105,,,319725,BERKELEY ROAD,,Plás Bearclí
BERKELEY ROAD,1,1,1,5,5,339,N002,,319720,N.C.R.,BERKELEY AVENUE,Bóthar Bheirclí
BERKELEY STREET,1,1,1,5,5,109,N002,,319725,BERKELEY ROAD,BLESSINGTON STREET,Sráid Bearclí
BERRYFIELD CRESCENT,6,2,1,5,5,100,,,313121,BERRYFIELD ROAD,,Corrán Ghort na Sméara
BERRYFIELD DRIVE,6,2,1,5,5,153,,,313121,BERRYFIELD ROAD,,Céide Ghort na Sméar
BERRYFIELD ROAD,6,2,1,5,5,565,,,313121,BERRYFIELD CRESCENT,,Bóthar Ghort na Sméar
BESSBOROUGH AVENUE,6,1,1,16,16,205,,,319822,NORTH STRAND ROAD,,Ascaill Beasbra
BESSBOROUGH PARADE,6,5,2,7,20,133,,,326325,MOUNT PLEASANT AVENUE UPPER,,Paráid Beasbra
BETHESDA PLACE,7,1,2,11,11,55,,,319725,DORSET STREET UPPER,,
BETTYGLEN,6,3,2,12,12,1040,,,313323,MAYWOOD GROVE,,
BETTYSTOWN AVENUE,6,3,2,16,16,249,,,313324,ALL SAINT'S ROAD,HOWTH ROAD,Ascail Baile an Bhiataigh
BIGGER ROAD,6,4,2,10,18,193,,,332710,CROMWELLSFORT ROAD,WALLACE ROAD,
BISHOP STREET,4,5,1,10,2,203,,,326315,BRIDE STREET,AUNGIER STREET,Sráid an Easpaig
BLACK STREET,6,1,3,1,1,83,,,326302,SULLIVAN STREET,FINDLATER STREET,Sráid Mac Duibh
BLACKBERRY LANE,7,5,2,7,20,67,,,326325,RATHMINES ROAD LOWER,,Lána na Sméar
BLACKDITCH DRIVE,3,4,2,2,10,171,,,326212,CLADDAGH ROAD,BALLYFERMOT ROAD,Céide Dubhchlaí
BLACKDITCH ROAD,4,4,3,2,10,616,,,326211,LE FANU ROAD,CHERRY ORCHARD AVENUE,Bóthar Dubhchlaí
BLACKDITCH ROAD,4,4,2,2,10,970,,,326211,LE FANU ROAD,CHERRY ORCHARD AVENUE,Bóthar Dubhchlaí
BLACKHALL PARADE,6,1,1,3,3,107,,,326304,BLACKHALL STREET,,Paráid Blackhall
BLACKHALL PLACE,2,1,1,R06,R06,352,R805,,326304,NORTH KING STREET,ELLIS QUAY,Plás Blackhall
BLACKHALL STREET,4,1,3,3,3,138,,,326304,BLACKHALL PLACE,QUEEN STREET,Sráid Blackhall
BLACKHEATH AVENUE,6,3,2,15,15,146,,,319815,BLACKHEATH PARK,,Ascaill Dubh Fhraoich
BLACKHEATH COURT,6,3,2,15,15,55,,,319911,BLACKHEATH PARK,,Cúirt Dubh Fhraoich
BLACKHEATH DRIVE,6,3,2,15,15,147,,,319815,BLACKHEATH PARK,,Céide Dubh Fhraoich
BLACKHEATH GARDENS,6,3,2,15,15,192,,,319815,CASTLE AVENUE,,Gairdíní Dubh Fhraoich
BLACKHEATH GROVE,7,3,3,15,15,0,,,319815,BLACKHEATH PARK,,Garrán Dubh Fhraoich
BLACKHEATH PARK,3,3,1,15,15,611,,,319805,VERNON AVENUE,CASTLE AVENUE,Páirc an Fhraoich
BLACKHORSE AVENUE,2,1,2,10,18,103,R806,,319609,N.C.R.,CO.BOUNDARY,Ascaill an Chiarduibh
BLACKHORSE AVENUE,2,1,1,10,18,2380,R806,,319609,N.C.R.,CO.BOUNDARY,Ascaill an Chiarduibh
BLACKHORSE GROVE,6,1,1,10,18,280,,,319723,BLACKHORSE AVENUE,,Garrán an Chiarduibh
BLACKPITTS,4,4,2,7,7,98,,,326314,NEW ROW,CLARENCE MANGAN ROAD,Na Cuithí Dubha
BLACKPITTS,4,4,3,7,7,258,,,326314,NEW ROW,CLARENCE MANGAN ROAD,Na Cuithí Dubha
BLACKWATER ROAD,6,1,2,11,19,212,,,319708,MOYLE ROAD,LAGAN ROAD,Bóthar Abba Mhór
BLADDER ALLEY,7,1,4,7,7,19,,,326310,ARRAN STREET EAST,,Scabhat an Lamhnáin
BLARNEY PARK,6,4,1,10,18,458,,,332807,CLOYNE ROAD,TONGUEFIELD ROAD,Páirc Blarna
BLESSINGTON COURT,6,1,2,5,5,92,,,319725,BLESSINGTON STREET,BLESSINGTON PLACE,Cúirt Bhaile Coimín
BLESSINGTON LANE,6,1,3,5,5,115,,,319725,MOUNTJOY STREET,,Lána Bhaile Coimín
BLESSINGTON PLACE,6,1,3,5,5,73,,,319725,ST.JOSEPHS PLACE,BLESSINGTON COURT,Plás Bhaile Coimín
BLESSINGTON PLACE,6,1,3,5,5,112,,,319725,ST.JOSEPHS PLACE,BLESSINGTON COURT,Plás Bhaile Coimín
BLESSINGTON STREET,5,1,3,5,5,120,,,319725,DORSET STREET,,Sráid Bhaile Coimín
BLESSINGTON STREET,1,1,1,5,5,194,N002,,319725,DORSET STREET,,Sráid Bhaile Coimín
BLOOMFIELD AVENUE,5,5,3,12,25,296,,,326422,MOREHAMPTON ROAD,,Ascaill Ghort na mBláth
BLOOMFIELD AVENUE,5,5,1,12,4,278,,,326419,S.C.R.,PORTOBELLO ROAD,Ascaill Ghort na mBláth
BLOOMFIELD COTTAGES,7,5,2,12,4,56,,,326324,BLOOMFIELD AVENUE,,Iostáin Ghort na mBláth
BLOOMFIELD PARK,6,5,3,12,4,30,,,326324,BLOOMFIELD AVENUE,,Páirc Ghort na mBláth
BLOOMFIELD PARK,6,5,3,12,4,90,,,326324,BLOOMFIELD AVENUE,,Páirc Ghort na mBláth
BLUEBELL AVENUE,4,4,3,6,14,58,,,326224,LA TOUCHE ROAD,BLUEBELL LANE,Ascaill an Chloigín Ghoirm
BLUEBELL AVENUE,4,4,1,6,14,501,,,326224,LA TOUCHE ROAD,BLUEBELL LANE,Ascaill an Chloigín Ghoirm
BLUEBELL AVENUE,4,4,2,6,14,493,,,326224,LA TOUCHE ROAD,BLUEBELL LANE,Ascaill an Chloigín Ghoirm
BLUEBELL LANE,6,4,1,2,10,511,,,326224,BLUEBELL AVENUE,OLD NAAS ROAD,Lána an Chloigín Ghoirm
BLUEBELL ROAD,5,4,2,6,14,663,,,326224,BLUEBELL AVENUE,,Bóthar an Choigín
BLUEBELL ROAD,3,4,2,6,14,132,,,326224,BLUEBELL AVENUE,,Bóthar an Choigín
BLUNDEN DRIVE,6,3,2,4,4,455,,,313306,,,
BLUNDEN DRIVE,3,3,2,4,4,315,,,313306,,,
BLYTHE AVENUE,6,1,2,16,16,114,,,319822,CHURCH ROAD,,Ascaill de Blagh
BOARDMANS LANE,6,4,2,2,2,37,,,326318,CORK STREET,,
BOLTON STREET,2,1,2,R08,R08,121,R804,,326305,NORTH KING STREET,DOMINICK STREET LOWER,Sráid Bólton
BOLTON STREET,2,1,1,R08,R08,112,R804,,326305,NORTH KING STREET,DOMINICK STREET LOWER,Sráid Bólton
BOND STREET,4,4,2,2,2,116,,,326313,ROBERT STREET,LONGS PLACE,Sráid Bond
BONHAM STREET,6,4,4,4,4,133,,,326309,WATLING STREET,ISLAND STREET,Sráid ó Banáin
BONHAM STREET,6,4,2,4,4,73,,,326309,WATLING STREET,ISLAND STREET,Sráid ó Banáin
BOOLAVOGUE ROAD,6,1,2,16,16,81,,,319823,CALEDON ROAD,ST.MARYS ROAD NORTH,Bóthar Buaile Mhaodhóg
BORRIS COURT,6,4,2,5,5,62,,,326309,ST MICHAELS CLOSE,SCHOOLHOUSE LANE WEST,
BOTANIC AVENUE,3,1,1,13,21,1054,,,319710,DRUMCONDRA ROAD LOWER,BOTANIC ROAD,Ascaill na nGarrdhaí
BOTANIC PARK,6,1,2,13,21,126,,,319710,BOTANIC AVENUE,,Páirc na nGarrdhaí
BOTANIC ROAD,1,1,1,R03,R03,140,N002,,319710,ST.MOBHI ROAD,LINDSEY ROAD,Bóthar na nGarrdhaí
BOTANIC ROAD,2,1,1,R03,R03,785,R108,,319710,ST. MOBHI ROAD,LINDSEY ROAD,Bóthar na nGarrdhaí
BOTANIC VILLAS,6,1,1,13,21,71,,,319710,BOTANIC ROAD,,Bailtíní na nGarrdhaí
BOW BRIDGE,4,4,2,1,1,120,,,326307,CROMWELLS QUARTERS,KILMAINHAM LANE,Droichead na mBóic
BOW LANE EAST,6,5,2,13,5,196,,,326315,AUNGIER STREET,MERCER STREET LOWER,
BOW LANE WEST,4,4,1,1,1,428,,,326308,STEEVENS LANE,CROMWELLS QUARTERS,
